city,自然风光,历史文化,主题乐园,城市观光,美食文化,海滨休闲,休闲康养,户外运动,宗教信仰,节庆民俗,province,pinyin,abbr,latitude,longitude
澳门,,大三巴牌坊（澳门标志性历史建筑，原为圣保禄教堂的前壁，融合了欧洲文艺复兴与东方建筑风格）/澳门博物馆（展示澳门历史、文化及民俗的综合性博物馆，位于大炮台山上）/龙环葡韵（五栋薄荷绿色葡式住宅博物馆，展示土生葡人生活文化）/东望洋炮台及灯塔（世界文化遗产，澳门最高点，灯塔为远东最古老的现代灯塔）/澳门大赛车博物馆（展示澳门格兰披治大赛车历史的专题博物馆）,澳门科学馆（由贝聿铭设计的科学展览馆，适合亲子互动体验）,澳门旅游塔（338米高的地标建筑，提供高空蹦极和观景台体验）/议事亭前地（世界文化遗产，葡式建筑群环绕的广场，黑白波浪纹地面极具特色）/澳门威尼斯人度假村（以威尼斯水城为主题的综合度假村，室内运河和购物中心独具特色）/澳门渔人码头（主题式综合娱乐区，融合中西文化元素，适合拍照和休闲）,官也街（著名美食街，汇集澳门传统小吃如葡挞、猪扒包等）,路环岛黑沙海滩（天然黑色沙滩，适合游泳和露营，周边有烧烤设施）,,,妈阁庙（澳门最古老的庙宇之一，供奉妈祖，香火鼎盛）,氹仔村（传统村落，保留澳门民俗文化，节庆时常举办活动）,澳门特别行政区,aomen,am,22.199207,113.548961
北京,颐和园（中国现存规模最大、保存最完整的皇家园林）/北京植物园（集植物科研、科普、游览于一体的综合性植物园）/香山公园（以红叶著称的皇家园林）/龙庆峡（以山水风光著称的峡谷景区）/北京世园公园（2019年北京世园会举办地）,故宫（明清两代的皇家宫殿）/八达岭长城（中国古代伟大的防御工程万里长城的重要组成部分）/天坛（明清两朝帝王祭天、祈谷的场所）/潭柘寺（北京最古老的佛教寺院）,北京欢乐谷（大型主题公园）/北京动物园（中国最早的动物园之一）,天安门广场（世界上最大的城市广场）/王府井大街（北京著名的商业街）/什刹海（北京城内保存最完整的历史街区）/北京奥林匹克公园（2008年北京奥运会主会场）/南锣鼓巷（北京著名的胡同街区）/798艺术区（由旧工厂改造的艺术区）,簋街（北京著名的美食街）,,,,雍和宫（北京最大的藏传佛教寺院）/白云观（道教全真派祖庭）,,北京市,beijing,bj,39.904211,116.407394
上海市,上海植物园/崇明东滩湿地公园/上海滨江森林公园/上海佘山国家森林公园/上海共青森林公园/上海鲜花港/上海海湾国家森林公园/上海吴淞炮台湾湿地森林公园,豫园/上海博物馆/朱家角古镇/上海城隍庙/七宝老街/上海大观园/上海自然博物馆/鲁迅公园/宋庆龄故居/孙中山故居纪念馆/枫泾古镇/南翔古镇/上海汽车博物馆/上海玻璃博物馆/上海邮政博物馆/上海犹太难民纪念馆/上海工艺美术博物馆,上海迪士尼乐园/上海野生动物园/上海科技馆/上海欢乐谷/上海海洋水族馆/上海马戏城/上海长风海洋世界/上海影视乐园/上海杜莎夫人蜡像馆,外滩/东方明珠塔/南京路步行街/田子坊/新天地/世纪公园/上海环球金融中心/上海世博园/上海城市规划展示馆/上海国际时尚中心,,,,上海国际赛车场/上海东方绿舟,静安寺/上海玉佛禅寺/龙华寺/宝山寺,,上海市,shanghaishi,shs,31.230372,121.473662
天津市,盘山（5A）,古文化街/五大道（万国建筑博览苑）/黄崖关长城/杨柳青古镇（年画艺术）/天津博物馆/周邓纪念馆,天津滨海航母主题公园（基辅号航母）/天津欢乐谷/天津海昌极地海洋公园,天津之眼（桥上摩天轮）/意式风情区（意大利风格建筑群）/瓷房子（古瓷器装饰）/水上公园/津湾广场,南市食品街（传统小吃）,东疆湾沙滩（人工沙滩）,,,大悲禅院（最大佛教寺院）/天后宫（妈祖文化）/独乐寺（辽代寺院）,,天津市,tainjinshi,tjs,39.084158,117.200983
重庆,武隆喀斯特旅游区（世界自然遗产）/长江三峡/金佛山（世界自然遗产）/武隆仙女山国家森林公园,磁器口古镇/大足石刻（世界文化遗产）/丰都鬼城/白帝城/重庆中国三峡博物馆/红岩革命纪念馆,重庆欢乐谷/重庆动物园,洪崖洞/解放碑/南山一棵树观景台/朝天门码头/重庆两江游,重庆火锅/重庆磁器口美食街,,南山温泉,缙云山,华岩寺,,重庆市,chongqing,cq,29.562849,106.551643
呼和浩特市,大青山国家森林公园（拥有丰富的森林资源和野生动物，是城市周边的天然氧吧，适合徒步和登山。）/哈素海（被誉为“塞外西湖”，湖光山色相映成趣，适合观鸟和水上活动。）,内蒙古博物院（展示内蒙古历史文化和民族风情，馆藏丰富，包括恐龙化石和民族文物。）/昭君墓（纪念汉代王昭君的陵墓，融合了汉文化和匈奴文化，是民族团结的象征。）,内蒙古科技馆（以互动展品和科技体验为主，适合亲子游和科普教育。）,塞上老街（保留明清建筑风格的古老商业街，集购物、餐饮、文化体验于一体。）/伊斯兰风情街（充满伊斯兰建筑风格的街道，汇聚清真美食和特色商品。）/青城公园（市区内的大型城市公园，湖景优美，是市民休闲娱乐的热门场所。）,呼和浩特烧麦美食街（集中了多家老字号烧麦店，可品尝地道的呼和浩特特色烧麦。）,,,内蒙古赛马场（亚洲最大的赛马场之一，可观看赛马表演和参与骑马体验。）,五塔寺（藏传佛教寺庙，以金刚座舍利宝塔闻名，塔身雕刻精美，具有浓厚的宗教艺术氛围。）/大召寺（呼和浩特最著名的藏传佛教寺庙，建筑宏伟，宗教活动丰富。）,蒙古风情园（展示蒙古族传统文化，包括那达慕大会、蒙古包住宿和民族歌舞表演。）,内蒙古自治区,huhehaoteshi,hhhts,40.842356,111.749995
包头市,赛汗塔拉生态园（亚洲最大的城中草原）/南海湿地景区（黄河湿地生态系统）/春坤山（高山草甸景观）/希拉穆仁草原（典型草原风光）/梅力更风景区（奇石、瀑布地质景观）,美岱召（明代古建筑群）/包头博物馆（包头历史与草原文化）,包头乐园（综合性游乐园）,北方兵器城（军事主题公园）/包头钢铁大街（工业城市风貌）,乔家金街（晋商文化主题美食商业街）,,,石门风景区（峡谷地貌徒步攀岩）/九峰山（阴山山脉主峰）,五当召（内蒙古最大藏传佛教寺庙）/妙法禅寺（汉传佛教寺院）,,内蒙古自治区,baotoushi,bts,40.621157,109.953504
呼伦贝尔市,呼伦贝尔大草原（世界四大草原之一）/莫尔格勒河（"天下第一曲水"）/额尔古纳湿地（亚洲第一湿地）/呼伦湖（内蒙古第一大湖）/白桦林景区/根河源国家湿地公园/阿尔山国家森林公园,满洲里国门景区/黑山头古城遗址/世界反法西斯战争海拉尔纪念园/呼伦贝尔古城,,满洲里套娃广场/成吉思汗广场,满洲里中俄互市贸易区,,,满洲里滑雪场/呼伦贝尔草原骑马体验,,敖鲁古雅使鹿部落（鄂温克族文化）/恩和俄罗斯民族乡/室韦俄罗斯民族乡/呼伦贝尔草原那达慕大会（蒙古族传统节日）,内蒙古自治区,hulunbeiershi,hlbes,49.211576,119.765558
鄂尔多斯市,响沙湾（中国最大的沙漠旅游休闲度假地，以"沙子会唱歌"而闻名）/鄂尔多斯草原（典型的草原风光，体验蒙古族传统生活方式）/七星湖沙漠生态旅游区（沙漠中的绿洲，集沙漠、湖泊、湿地于一体）/恩格贝生态旅游区（沙漠治理的典范，拥有丰富的生态资源和科普教育功能）/鄂尔多斯植物园（集科研、科普、旅游于一体的综合性植物园）/苏泊罕大草原（保留完好的原始草原，体验蒙古族游牧文化）,成吉思汗陵（蒙古族历史文化圣地，纪念一代天骄成吉思汗）/鄂尔多斯博物馆（展示鄂尔多斯地区丰富的历史文化和民族风情）/秦直道遗址（古代军事交通要道，具有重要的历史价值）,鄂尔多斯野生动物园（中国北方最大的野生动物园，拥有多种珍稀动物）,康巴什新区（现代化城市新区，以独特的建筑风格和城市景观著称）,,,九城宫旅游度假区（集休闲、娱乐、度假于一体的综合性旅游区）,鄂尔多斯国际赛车场（国际标准的赛车场，举办多项国内外赛事）,,鄂尔多斯婚礼文化园（展示蒙古族传统婚礼习俗和民俗文化）,内蒙古自治区,eerduosishi,eedss,39.608266,109.781327
赤峰市,克什克腾世界地质公园（以第四纪冰川遗迹和花岗岩石林地貌为主的世界地质公园，拥有壮观的冰川地貌和草原景观）/乌兰布统草原（著名的草原影视拍摄基地，兼具草原、湖泊、沙地等多样景观，四季景色各异）/阿斯哈图石林（罕见的花岗岩石林地貌，石柱形态奇特，被誉为"世界地质奇观"）/达里诺尔湖（内蒙古第二大淡水湖，是候鸟迁徙的重要驿站，湖光山色与草原相映成趣）/玉龙沙湖（沙漠与湖泊共存的独特景观，可体验沙漠越野、滑沙等户外活动）,辽上京遗址（辽代五京之首的皇城遗址，见证了契丹文明的辉煌历史）/辽中京遗址（辽代重要的陪都遗址，现存大明塔等标志性建筑）/喀喇沁亲王府（内蒙古现存规模最大、保存最完好的清代蒙古王府建筑群）/赤峰博物馆（展示红山文化、契丹辽文化等赤峰地区历史文化的综合性博物馆）/红山文化遗址（新石器时代晚期文化遗址，出土了著名的"中华第一龙"玉雕龙）,,赤峰步行街（赤峰市中心的商业步行街，集购物、餐饮、娱乐于一体）/赤峰南山生态园（城市内的生态公园，可俯瞰赤峰市区全景，适合休闲散步）,赤峰对夹（赤峰特色小吃，酥皮夹肉，被誉为"赤峰三宝"之一）,,,美林谷滑雪场（冬季滑雪胜地，拥有多条不同难度等级的雪道和完善的配套设施）/黄岗梁国家森林公园（森林覆盖率高，是徒步、自驾和山地自行车运动的理想场所）,龙泉寺（藏传佛教寺庙，建筑风格融合了汉、藏、蒙多元文化）,蒙古族那达慕大会（蒙古族传统节日活动，包括赛马、摔跤、射箭等竞技项目）,内蒙古自治区,chifengshi,cfs,42.257843,118.88694
通辽市,大青沟国家级自然保护区（原始森林与峡谷景观，被誉为"沙漠绿洲"，拥有丰富的动植物资源）/珠日河草原旅游区（典型的科尔沁草原风光，可体验蒙古族传统活动）/塔敏查干沙漠（东北地区最大的流动沙漠，可体验沙漠越野）/通辽薰衣草庄园（内蒙古东部最大薰衣草种植基地，夏季花海景观）/科尔沁草原（中国四大草原之一，典型草原生态系统）/莫力庙沙湖旅游区（沙漠中的湖泊景观，兼具沙漠与水域特色）,孝庄园文化旅游区（清代孝庄文皇后出生地，展示科尔沁草原历史文化）/奈曼王府（内蒙古现存最完整的清代蒙古王府建筑）/通辽市博物馆（展示科尔沁草原历史与民族文化的综合性博物馆）/科尔沁博物馆（以科尔沁蒙古族文化为主题的专题博物馆）,,通辽市人民公园（城市中心综合性公园，休闲娱乐场所）,,,,库伦三大寺（藏传佛教寺庙群，融合汉、蒙、藏建筑风格）,哈萨尔圣地蒙古风情园（展示蒙古族传统民俗与节庆活动）/科尔沁马城（以马文化为主题的民俗体验区）,,内蒙古自治区,tongliaoshi,tls,43.652889,122.243444
乌兰察布市,辉腾锡勒草原（典型的高山草甸草原，被誉为"空中草原"，夏季黄花遍地，风车群与草原相映成趣）/岱海（内蒙古第三大内陆湖，湖光山色相映，是候鸟迁徙的重要栖息地）/苏木山森林公园（内蒙古最大的人工林场，素有"天然氧吧"之称，四季景色各异）/格根塔拉草原（典型的乌兰察布草原风光，每年举办那达慕大会，展现蒙古族传统民俗）/黄花沟旅游区（火山地质形成的峡谷地貌，夏季黄花盛开，有"塞外江南"之称）/察哈尔右翼后旗火山地质公园（拥有20余座第四纪火山遗迹，被誉为"火山博物馆"，可徒步火山口）/红召九龙湾（山水相间的峡谷景观，以奇峰、怪石、溪流和森林著称）/察尔湖生态旅游区（集湖泊、湿地、山地于一体的生态景区，以有机鱼宴闻名）,集宁战役红色纪念园（纪念集宁战役的专题红色旅游景区，包含纪念馆、纪念碑等设施）/四子王旗王府（清代蒙古王公府邸遗址，展现草原贵族建筑风格与历史）/乌兰察布博物馆（展示乌兰察布从远古至近代的历史文化，重点呈现草原文明与民族融合）/林胡古塞旅游区（依托战国时期林胡部落遗址建设的文化体验区，包含古塞复原建筑群）,,,,,凉城岱海旅游区（集温泉疗养、水上娱乐、度假休闲于一体的综合旅游区）,,,,内蒙古自治区,wulanchabushi,wlcbs,40.994785,113.132584
